# DocID, SentenceNr, SenTokenPos, DocTokenPos, SenCharOnset(incl), SenCharOffset(excl), DocCharOnset(incl), DocCharOffset(excl), Text
40, 4, 71, 112, 424, 425, 630, 631, "("
40, 4, 72, 113, 425, 433, 631, 639, "ChaseABC"
40, 4, 73, 114, 433, 434, 639, 640, ")"
40, 4, 74, 115, 435, 438, 641, 644, "has"
40, 4, 75, 116, 439, 443, 645, 649, "been"
40, 4, 76, 117, 444, 448, 650, 654, "used"
40, 4, 77, 118, 449, 451, 655, 657, "to"
40, 4, 78, 119, 452, 458, 658, 664, "remove"
40, 4, 79, 120, 459, 462, 665, 668, "the"
40, 4, 80, 121, 463, 473, 669, 679, "inhibitory"
40, 4, 81, 122, 474, 485, 680, 691, "chondroitin"
40, 4, 82, 123, 486, 493, 692, 699, "sulfate"
40, 4, 83, 124, 494, 500, 700, 706, "chains"
40, 4, 84, 125, 501, 505, 707, 711, "from"
40, 4, 85, 126, 506, 517, 712, 723, "chondroitin"
40, 4, 86, 127, 518, 525, 724, 731, "sulfate"
40, 4, 87, 128, 526, 539, 732, 745, "proteoglycans"
40, 4, 88, 129, 540, 542, 746, 748, "to"
40, 4, 89, 130, 543, 550, 749, 756, "improve"
40, 4, 90, 131, 551, 563, 757, 769, "regeneration"
40, 4, 91, 132, 564, 569, 770, 775, "after"
40, 4, 92, 133, 570, 576, 776, 782, "rodent"
40, 4, 93, 134, 577, 583, 783, 789, "spinal"
40, 4, 94, 135, 584, 588, 790, 794, "cord"
40, 4, 95, 136, 589, 595, 795, 801, "injury"
40, 4, 96, 137, 595, 596, 801, 802, "."
40, 5, 1, 138, 0, 2, 803, 805, "We"
40, 5, 2, 139, 3, 15, 806, 818, "hypothesized"
40, 5, 3, 140, 16, 20, 819, 823, "that"
40, 5, 4, 141, 21, 24, 824, 827, "the"
40, 5, 5, 142, 25, 34, 828, 837, "mammalian"
40, 5, 6, 143, 35, 41, 838, 844, "enzyme"
40, 5, 7, 144, 42, 55, 845, 858, "arylsulfatase"
40, 5, 8, 145, 56, 57, 859, 860, "B"
40, 5, 9, 146, 58, 59, 861, 862, "("
40, 5, 10, 147, 59, 63, 862, 866, "ARSB"
40, 5, 11, 148, 63, 64, 866, 867, ")"
40, 5, 12, 149, 65, 70, 868, 873, "would"
40, 5, 13, 150, 71, 75, 874, 878, "also"
40, 5, 14, 151, 76, 83, 879, 886, "enhance"
40, 5, 15, 152, 84, 92, 887, 895, "recovery"
40, 5, 16, 153, 93, 98, 896, 901, "after"
40, 5, 17, 154, 99, 104, 902, 907, "mouse"
40, 5, 18, 155, 105, 111, 908, 914, "spinal"
40, 5, 19, 156, 112, 116, 915, 919, "cord"
40, 5, 20, 157, 117, 123, 920, 926, "injury"
40, 5, 21, 158, 123, 124, 926, 927, "."
40, 6, 1, 159, 0, 11, 928, 939, "Application"
40, 6, 2, 160, 12, 14, 940, 942, "of"
40, 6, 3, 161, 15, 18, 943, 946, "the"
40, 6, 4, 162, 19, 28, 947, 956, "mammalian"
40, 6, 5, 163, 29, 35, 957, 963, "enzyme"
40, 6, 6, 164, 36, 41, 964, 969, "would"
40, 6, 7, 165, 42, 44, 970, 972, "be"
40, 6, 8, 166, 45, 47, 973, 975, "an"
40, 6, 9, 167, 48, 58, 976, 986, "attractive"
40, 6, 10, 168, 59, 70, 987, 998, "alternative"
40, 6, 11, 169, 71, 73, 999, 1001, "to"
40, 6, 12, 170, 74, 82, 1002, 1010, "ChaseABC"
40, 6, 13, 171, 83, 90, 1011, 1018, "because"
40, 6, 14, 172, 91, 93, 1019, 1021, "of"
40, 6, 15, 173, 94, 97, 1022, 1025, "its"
40, 6, 16, 174, 98, 102, 1026, 1030, "more"
40, 6, 17, 175, 103, 109, 1031, 1037, "robust"
40, 6, 18, 176, 110, 118, 1038, 1046, "chemical"
40, 6, 19, 177, 119, 128, 1047, 1056, "stability"
40, 6, 20, 178, 129, 132, 1057, 1060, "and"
40, 6, 21, 179, 133, 140, 1061, 1068, "reduced"
40, 6, 22, 180, 141, 155, 1069, 1083, "immunogenicity"
40, 6, 23, 181, 155, 156, 1083, 1084, "."
40, 7, 1, 182, 0, 1, 1085, 1086, "A"
40, 7, 2, 183, 2, 10, 1087, 1095, "one-time"
40, 7, 3, 184, 11, 20, 1096, 1105, "injection"
40, 7, 4, 185, 21, 23, 1106, 1108, "of"
40, 7, 5, 186, 24, 29, 1109, 1114, "human"
40, 7, 6, 187, 30, 34, 1115, 1119, "ARSB"
40, 7, 7, 188, 35, 39, 1120, 1124, "into"
40, 7, 8, 189, 40, 47, 1125, 1132, "injured"
40, 7, 9, 190, 48, 53, 1133, 1138, "mouse"
40, 7, 10, 191, 54, 60, 1139, 1145, "spinal"
40, 7, 11, 192, 61, 65, 1146, 1150, "cord"
40, 7, 12, 193, 66, 76, 1151, 1161, "eliminated"
40, 7, 13, 194, 77, 93, 1162, 1178, "immunoreactivity"
40, 7, 14, 195, 94, 97, 1179, 1182, "for"
40, 7, 15, 196, 98, 109, 1183, 1194, "chondroitin"
40, 7, 16, 197, 110, 118, 1195, 1203, "sulfates"
40, 7, 17, 198, 119, 125, 1204, 1210, "within"
40, 7, 18, 199, 126, 130, 1211, 1215, "five"
40, 7, 19, 200, 131, 135, 1216, 1220, "days"
40, 7, 20, 201, 135, 136, 1220, 1221, ","
40, 7, 21, 202, 137, 140, 1222, 1225, "and"
40, 7, 22, 203, 141, 143, 1226, 1228, "up"
40, 7, 23, 204, 144, 146, 1229, 1231, "to"
40, 7, 24, 205, 147, 148, 1232, 1233, "9"
40, 7, 25, 206, 149, 154, 1234, 1239, "weeks"
40, 7, 26, 207, 155, 160, 1240, 1245, "after"
40, 7, 27, 208, 161, 167, 1246, 1252, "injury"
40, 7, 28, 209, 167, 168, 1252, 1253, "."
40, 8, 1, 210, 0, 5, 1254, 1259, "After"
40, 8, 2, 211, 6, 7, 1260, 1261, "a"
40, 8, 3, 212, 8, 16, 1262, 1270, "moderate"
40, 8, 4, 213, 17, 23, 1271, 1277, "spinal"
40, 8, 5, 214, 24, 28, 1278, 1282, "cord"
40, 8, 6, 215, 29, 35, 1283, 1289, "injury"
40, 8, 7, 216, 35, 36, 1289, 1290, ","
40, 8, 8, 217, 37, 39, 1291, 1293, "we"
40, 8, 9, 218, 40, 48, 1294, 1302, "observed"
40, 8, 10, 219, 49, 61, 1303, 1315, "improvements"
40, 8, 11, 220, 62, 64, 1316, 1318, "of"
40, 8, 12, 221, 65, 74, 1319, 1328, "locomotor"
40, 8, 13, 222, 75, 83, 1329, 1337, "recovery"
40, 8, 14, 223, 84, 92, 1338, 1346, "assessed"
40, 8, 15, 224, 93, 95, 1347, 1349, "by"
40, 8, 16, 225, 96, 99, 1350, 1353, "the"
40, 8, 17, 226, 100, 105, 1354, 1359, "Basso"
40, 8, 18, 227, 106, 111, 1360, 1365, "Mouse"
40, 8, 19, 228, 112, 117, 1366, 1371, "Scale"
40, 8, 20, 229, 118, 119, 1372, 1373, "("
40, 8, 21, 230, 119, 122, 1373, 1376, "BMS"
40, 8, 22, 231, 122, 123, 1376, 1377, ")"
40, 8, 23, 232, 124, 126, 1378, 1380, "in"
40, 8, 24, 233, 127, 131, 1381, 1385, "ARSB"
40, 8, 25, 234, 132, 139, 1386, 1393, "treated"
40, 8, 26, 235, 140, 144, 1394, 1398, "mice"
40, 8, 27, 236, 144, 145, 1398, 1399, ","
40, 8, 28, 237, 146, 154, 1400, 1408, "compared"
40, 8, 29, 238, 155, 157, 1409, 1411, "to"
40, 8, 30, 239, 158, 161, 1412, 1415, "the"
40, 8, 31, 240, 162, 176, 1416, 1430, "buffer-treated"
40, 8, 32, 241, 177, 184, 1431, 1438, "control"
40, 8, 33, 242, 185, 190, 1439, 1444, "group"
40, 8, 34, 243, 190, 191, 1444, 1445, ","
40, 8, 35, 244, 192, 194, 1446, 1448, "at"
40, 8, 36, 245, 195, 196, 1449, 1450, "6"
40, 8, 37, 246, 197, 202, 1451, 1456, "weeks"
40, 8, 38, 247, 203, 208, 1457, 1462, "after"
40, 8, 39, 248, 209, 218, 1463, 1472, "injection"
40, 8, 40, 249, 218, 219, 1472, 1473, "."
40, 9, 1, 250, 0, 5, 1474, 1479, "After"
40, 9, 2, 251, 6, 7, 1480, 1481, "a"
40, 9, 3, 252, 8, 14, 1482, 1488, "severe"
40, 9, 4, 253, 15, 21, 1489, 1495, "spinal"
40, 9, 5, 254, 22, 26, 1496, 1500, "cord"
40, 9, 6, 255, 27, 33, 1501, 1507, "injury"
40, 9, 7, 256, 33, 34, 1507, 1508, ","
40, 9, 8, 257, 35, 39, 1509, 1513, "mice"
40, 9, 9, 258, 40, 48, 1514, 1522, "injected"
40, 9, 10, 259, 49, 53, 1523, 1527, "with"
40, 9, 11, 260, 54, 64, 1528, 1538, "equivalent"
40, 9, 12, 261, 65, 70, 1539, 1544, "units"
40, 9, 13, 262, 71, 73, 1545, 1547, "of"
40, 9, 14, 263, 74, 78, 1548, 1552, "ARSB"
40, 9, 15, 264, 79, 81, 1553, 1555, "or"
40, 9, 16, 265, 82, 90, 1556, 1564, "ChaseABC"
40, 9, 17, 266, 91, 99, 1565, 1573, "improved"
40, 9, 18, 267, 100, 109, 1574, 1583, "similarly"
40, 9, 19, 268, 110, 113, 1584, 1587, "and"
40, 9, 20, 269, 114, 118, 1588, 1592, "both"
40, 9, 21, 270, 119, 125, 1593, 1599, "groups"
40, 9, 22, 271, 126, 134, 1600, 1608, "achieved"
40, 9, 23, 272, 135, 148, 1609, 1622, "significantly"
40, 9, 24, 273, 149, 153, 1623, 1627, "more"
40, 9, 25, 274, 154, 163, 1628, 1637, "locomotor"
40, 9, 26, 275, 164, 172, 1638, 1646, "recovery"
40, 9, 27, 276, 173, 177, 1647, 1651, "than"
40, 9, 28, 277, 178, 181, 1652, 1655, "the"
40, 9, 29, 278, 182, 195, 1656, 1669, "buffertreated"
40, 9, 30, 279, 196, 203, 1670, 1677, "control"
40, 9, 31, 280, 204, 208, 1678, 1682, "mice"
40, 9, 32, 281, 208, 209, 1682, 1683, "."
40, 10, 1, 282, 0, 9, 1684, 1693, "Serotonin"
40, 10, 2, 283, 10, 13, 1694, 1697, "and"
40, 10, 3, 284, 14, 22, 1698, 1706, "tyrosine"
40, 10, 4, 285, 23, 34, 1707, 1718, "hydroxylase"
40, 10, 5, 286, 35, 49, 1719, 1733, "immunoreactive"
40, 10, 6, 287, 50, 55, 1734, 1739, "axons"
40, 10, 7, 288, 56, 60, 1740, 1744, "were"
40, 10, 8, 289, 61, 65, 1745, 1749, "more"
40, 10, 9, 290, 66, 77, 1750, 1761, "extensively"
40, 10, 10, 291, 78, 85, 1762, 1769, "present"
40, 10, 11, 292, 86, 88, 1770, 1772, "in"
40, 10, 12, 293, 89, 94, 1773, 1778, "mouse"
40, 10, 13, 294, 95, 101, 1779, 1785, "spinal"
40, 10, 14, 295, 102, 107, 1786, 1791, "cords"
40, 10, 15, 296, 108, 115, 1792, 1799, "treated"
40, 10, 16, 297, 116, 120, 1800, 1804, "with"
40, 10, 17, 298, 121, 125, 1805, 1809, "ARSB"
40, 10, 18, 299, 126, 129, 1810, 1813, "and"
40, 10, 19, 300, 130, 138, 1814, 1822, "ChaseABC"
40, 10, 20, 301, 138, 139, 1822, 1823, ","
40, 10, 21, 302, 140, 143, 1824, 1827, "and"
40, 10, 22, 303, 144, 147, 1828, 1831, "the"
40, 10, 23, 304, 148, 162, 1832, 1846, "immunoreactive"
40, 10, 24, 305, 163, 168, 1847, 1852, "axons"
40, 10, 25, 306, 169, 179, 1853, 1863, "penetrated"
40, 10, 26, 307, 180, 187, 1864, 1871, "further"
40, 10, 27, 308, 188, 194, 1872, 1878, "beyond"
40, 10, 28, 309, 195, 198, 1879, 1882, "the"
40, 10, 29, 310, 199, 205, 1883, 1889, "injury"
40, 10, 30, 311, 206, 210, 1890, 1894, "site"
40, 10, 31, 312, 211, 213, 1895, 1897, "in"
40, 10, 32, 313, 214, 218, 1898, 1902, "ARSB"
40, 10, 33, 314, 219, 221, 1903, 1905, "or"
40, 10, 34, 315, 222, 230, 1906, 1914, "ChaseABC"
40, 10, 35, 316, 231, 238, 1915, 1922, "treated"
40, 10, 36, 317, 239, 243, 1923, 1927, "mice"
40, 10, 37, 318, 244, 248, 1928, 1932, "than"
40, 10, 38, 319, 249, 251, 1933, 1935, "in"
40, 10, 39, 320, 252, 259, 1936, 1943, "control"
40, 10, 40, 321, 260, 264, 1944, 1948, "mice"
40, 10, 41, 322, 264, 265, 1948, 1949, "."
40, 11, 1, 323, 0, 5, 1950, 1955, "These"
40, 11, 2, 324, 6, 13, 1956, 1963, "results"
40, 11, 3, 325, 14, 22, 1964, 1972, "indicate"
40, 11, 4, 326, 23, 27, 1973, 1977, "that"
40, 11, 5, 327, 28, 37, 1978, 1987, "mammalian"
40, 11, 6, 328, 38, 42, 1988, 1992, "ARSB"
40, 11, 7, 329, 43, 51, 1993, 2001, "improves"
40, 11, 8, 330, 52, 62, 2002, 2012, "functional"
40, 11, 9, 331, 63, 71, 2013, 2021, "recovery"
40, 11, 10, 332, 72, 77, 2022, 2027, "after"
40, 11, 11, 333, 78, 81, 2028, 2031, "CNS"
40, 11, 12, 334, 82, 88, 2032, 2038, "injury"
40, 11, 13, 335, 88, 89, 2038, 2039, "."
40, 12, 1, 336, 0, 3, 2040, 2043, "The"
40, 12, 2, 337, 4, 14, 2044, 2054, "structural"
40, 12, 3, 338, 14, 15, 2054, 2055, "/"
40, 12, 4, 339, 15, 24, 2055, 2064, "molecular"
40, 12, 5, 340, 25, 35, 2065, 2075, "mechanisms"
40, 12, 6, 341, 36, 46, 2076, 2086, "underlying"
40, 12, 7, 342, 47, 50, 2087, 2090, "the"
40, 12, 8, 343, 51, 59, 2091, 2099, "observed"
40, 12, 9, 344, 60, 70, 2100, 2110, "functional"
40, 12, 10, 345, 71, 82, 2111, 2122, "improvement"
40, 12, 11, 346, 83, 89, 2123, 2129, "remain"
40, 12, 12, 347, 90, 92, 2130, 2132, "to"
40, 12, 13, 348, 93, 95, 2133, 2135, "be"
40, 12, 14, 349, 96, 106, 2136, 2146, "elucidated"
40, 12, 15, 350, 106, 107, 2146, 2147, "."
40, 13, 1, 351, 0, 12, 2149, 2161, "Introduction"
40, 13, 2, 352, 13, 19, 2162, 2168, "Unlike"
40, 13, 3, 353, 20, 24, 2169, 2173, "fish"
40, 13, 4, 354, 25, 28, 2174, 2177, "and"
40, 13, 5, 355, 29, 33, 2178, 2182, "many"
40, 13, 6, 356, 34, 47, 2183, 2196, "non-mammalian"
40, 13, 7, 357, 48, 59, 2197, 2208, "vertebrates"
40, 13, 8, 358, 59, 60, 2208, 2209, ","
40, 13, 9, 359, 61, 68, 2210, 2217, "mammals"
40, 13, 10, 360, 69, 73, 2218, 2222, "show"
40, 13, 11, 361, 74, 75, 2223, 2224, "a"
40, 13, 12, 362, 76, 80, 2225, 2229, "very"
40, 13, 13, 363, 81, 88, 2230, 2237, "limited"
40, 13, 14, 364, 89, 97, 2238, 2246, "capacity"
40, 13, 15, 365, 98, 101, 2247, 2250, "for"
40, 13, 16, 366, 102, 114, 2251, 2263, "regeneration"
40, 13, 17, 367, 115, 120, 2264, 2269, "after"
40, 13, 18, 368, 121, 126, 2270, 2275, "acute"
40, 13, 19, 369, 127, 130, 2276, 2279, "and"
40, 13, 20, 370, 131, 138, 2280, 2287, "chronic"
40, 13, 21, 371, 139, 145, 2288, 2294, "injury"
40, 13, 22, 372, 146, 148, 2295, 2297, "of"
40, 13, 23, 373, 149, 152, 2298, 2301, "the"
40, 13, 24, 374, 153, 158, 2302, 2307, "adult"
40, 13, 25, 375, 159, 166, 2308, 2315, "central"
40, 13, 26, 376, 167, 174, 2316, 2323, "nervous"
40, 13, 27, 377, 175, 181, 2324, 2330, "system"
40, 13, 28, 378, 182, 183, 2331, 2332, "["
40, 13, 29, 379, 183, 184, 2332, 2333, "1"
40, 13, 30, 380, 184, 185, 2333, 2334, "–"
40, 13, 31, 381, 185, 186, 2334, 2335, "4"
40, 13, 32, 382, 186, 187, 2335, 2336, "]"
40, 13, 33, 383, 187, 188, 2336, 2337, "."
40, 14, 1, 384, 0, 7, 2338, 2345, "Several"
40, 14, 2, 385, 8, 16, 2346, 2354, "cellular"
40, 14, 3, 386, 17, 20, 2355, 2358, "and"
40, 14, 4, 387, 21, 30, 2359, 2368, "molecular"
40, 14, 5, 388, 31, 41, 2369, 2379, "mechanisms"
40, 14, 6, 389, 42, 45, 2380, 2383, "may"
40, 14, 7, 390, 46, 54, 2384, 2392, "underlie"
40, 14, 8, 391, 55, 59, 2393, 2397, "this"
40, 14, 9, 392, 60, 70, 2398, 2408, "limitation"
40, 14, 10, 393, 71, 80, 2409, 2418, "including"
40, 14, 11, 394, 81, 82, 2419, 2420, "a"
40, 14, 12, 395, 83, 90, 2421, 2428, "paucity"
40, 14, 13, 396, 91, 93, 2429, 2431, "of"
40, 14, 14, 397, 94, 103, 2432, 2441, "conducive"
40, 14, 15, 398, 103, 104, 2441, 2442, ","
40, 14, 16, 399, 105, 108, 2443, 2446, "and"
40, 14, 17, 400, 109, 111, 2447, 2449, "an"
40, 14, 18, 401, 112, 121, 2450, 2459, "abundance"
40, 14, 19, 402, 122, 124, 2460, 2462, "of"
40, 14, 20, 403, 125, 135, 2463, 2473, "inhibitory"
40, 14, 21, 404, 136, 149, 2474, 2487, "contributions"
40, 14, 22, 405, 150, 152, 2488, 2490, "to"
40, 14, 23, 406, 153, 156, 2491, 2494, "the"
40, 14, 24, 407, 157, 164, 2495, 2502, "damaged"
40, 14, 25, 408, 165, 171, 2503, 2509, "tissue"
40, 14, 26, 409, 172, 174, 2510, 2512, "to"
40, 14, 27, 410, 175, 179, 2513, 2517, "heal"
40, 14, 28, 411, 180, 183, 2518, 2521, "and"
40, 14, 29, 412, 184, 186, 2522, 2524, "to"
40, 14, 30, 413, 187, 192, 2525, 2530, "renew"
40, 14, 31, 414, 193, 202, 2531, 2540, "functions"
40, 14, 32, 415, 203, 210, 2541, 2548, "operant"
40, 14, 33, 416, 211, 217, 2549, 2555, "before"
40, 14, 34, 417, 218, 224, 2556, 2562, "injury"
40, 14, 35, 418, 224, 225, 2562, 2563, "."
40, 15, 1, 419, 0, 5, 2564, 2569, "Among"
40, 15, 2, 420, 6, 15, 2570, 2579, "molecules"
40, 15, 3, 421, 16, 26, 2580, 2590, "identified"
40, 15, 4, 422, 27, 29, 2591, 2593, "in"
40, 15, 5, 423, 30, 34, 2594, 2598, "many"
40, 15, 6, 424, 35, 42, 2599, 2606, "studies"
40, 15, 7, 425, 43, 45, 2607, 2609, "to"
40, 15, 8, 426, 46, 53, 2610, 2617, "inhibit"
40, 15, 9, 427, 54, 60, 2618, 2624, "growth"
40, 15, 10, 428, 61, 64, 2625, 2628, "are"
40, 15, 11, 429, 65, 72, 2629, 2636, "members"
40, 15, 12, 430, 73, 75, 2637, 2639, "of"
40, 15, 13, 431, 76, 79, 2640, 2643, "the"
40, 15, 14, 432, 80, 91, 2644, 2655, "chondroitin"
40, 15, 15, 433, 92, 99, 2656, 2663, "sulfate"
40, 15, 16, 434, 100, 112, 2664, 2676, "proteoglycan"
40, 15, 17, 435, 113, 114, 2677, 2678, "("
40, 15, 18, 436, 114, 118, 2678, 2682, "CSPG"
40, 15, 19, 437, 118, 119, 2682, 2683, ")"
40, 15, 20, 438, 120, 126, 2684, 2690, "family"
40, 15, 21, 439, 126, 127, 2690, 2691, ","
40, 15, 22, 440, 128, 133, 2692, 2697, "which"
40, 15, 23, 441, 134, 137, 2698, 2701, "are"
40, 15, 24, 442, 138, 150, 2702, 2714, "up-regulated"
40, 15, 25, 443, 151, 153, 2715, 2717, "in"
40, 15, 26, 444, 154, 164, 2718, 2728, "expression"
40, 15, 27, 445, 165, 167, 2729, 2731, "in"
40, 15, 28, 446, 168, 171, 2732, 2735, "the"
40, 15, 29, 447, 172, 179, 2736, 2743, "injured"
40, 15, 30, 448, 180, 185, 2744, 2749, "parts"
40, 15, 31, 449, 186, 188, 2750, 2752, "of"
40, 15, 32, 450, 189, 192, 2753, 2756, "the"
40, 15, 33, 451, 193, 200, 2757, 2764, "central"
40, 15, 34, 452, 201, 208, 2765, 2772, "nervous"
40, 15, 35, 453, 209, 215, 2773, 2779, "system"
40, 15, 36, 454, 216, 217, 2780, 2781, "["
40, 15, 37, 455, 217, 218, 2781, 2782, "5"
40, 15, 38, 456, 218, 219, 2782, 2783, "–"
40, 15, 39, 457, 219, 220, 2783, 2784, "7"
40, 15, 40, 458, 220, 221, 2784, 2785, "]"
40, 15, 41, 459, 221, 222, 2785, 2786, "."
40, 16, 1, 460, 0, 5, 2787, 2792, "CSPGs"
40, 16, 2, 461, 6, 9, 2793, 2796, "are"
40, 16, 3, 462, 10, 16, 2797, 2803, "mostly"
40, 16, 4, 463, 17, 26, 2804, 2813, "localized"
40, 16, 5, 464, 27, 29, 2814, 2816, "in"
40, 16, 6, 465, 30, 33, 2817, 2820, "the"
40, 16, 7, 466, 34, 47, 2821, 2834, "extracellular"
40, 16, 8, 467, 48, 54, 2835, 2841, "matrix"
40, 16, 9, 468, 55, 58, 2842, 2845, "and"
40, 16, 10, 469, 59, 62, 2846, 2849, "are"
40, 16, 11, 470, 63, 68, 2850, 2855, "major"
